track	panel	chr	hap	sample	ancestry	n_sites	n_correct	concordance
NATMXB	NAT_PEL_EAS	20	47	sim_024	AFR	354	346	0.9774011299435028
NATMXB	NAT_PEL_EAS	20	48	sim_024	NAT	3199	3196	0.9990622069396686
NATMXB	NAT_PEL_EAS	20	48	sim_024	EUR	6148	5783	0.9406310995445674
NATMXB	NAT_PEL_EAS	20	48	sim_024	AFR	134	74	0.5522388059701493
NATMXB	NAT_PEL_EAS	20	49	sim_025	EUR	8322	8244	0.9906272530641672
NATMXB	NAT_PEL_EAS	20	49	sim_025	AFR	1159	1148	0.9905090595340811
NATMXB	NAT_PEL_EAS	20	50	sim_025	NAT	1148	1148	1
NATMXB	NAT_PEL_EAS	20	50	sim_025	EUR	8085	7853	0.9713048855905999
NATMXB	NAT_PEL_EAS	20	50	sim_025	AFR	248	203	0.8185483870967742
NATMXB	NAT_PEL_EAS	20	51	sim_026	NAT	420	420	1
NATMXB	NAT_PEL_EAS	20	51	sim_026	EUR	8286	8286	1
NATMXB	NAT_PEL_EAS	20	51	sim_026	AFR	775	767	0.9896774193548387
NATMXB	NAT_PEL_EAS	20	52	sim_026	NAT	3399	3235	0.951750514857311
NATMXB	NAT_PEL_EAS	20	52	sim_026	EUR	5245	5189	0.9893231649189704
NATMXB	NAT_PEL_EAS	20	52	sim_026	AFR	837	837	1
NATMXB	NAT_PEL_EAS	20	53	sim_027	NAT	225	195	0.8666666666666667
NATMXB	NAT_PEL_EAS	20	53	sim_027	EUR	6317	6248	0.9890770935570682
NATMXB	NAT_PEL_EAS	20	53	sim_027	AFR	2939	2908	0.9894521946240218
NATMXB	NAT_PEL_EAS	20	54	sim_027	NAT	3248	3162	0.9735221674876847
NATMXB	NAT_PEL_EAS	20	54	sim_027	EUR	3746	3528	0.9418045915643353
NATMXB	NAT_PEL_EAS	20	54	sim_027	AFR	2487	2415	0.971049457177322
NATMXB	NAT_PEL_EAS	20	55	sim_028	NAT	1676	1601	0.9552505966587113
NATMXB	NAT_PEL_EAS	20	55	sim_028	EUR	7562	7460	0.9865115048928855
NATMXB	NAT_PEL_EAS	20	55	sim_028	AFR	243	195	0.8024691358024691
NATMXB	NAT_PEL_EAS	20	56	sim_028	NAT	3028	1429	0.47192866578599735
NATMXB	NAT_PEL_EAS	20	56	sim_028	EUR	4016	3864	0.9621513944223108
NATMXB	NAT_PEL_EAS	20	56	sim_028	AFR	2437	2320	0.9519901518260155
NATMXB	NAT_PEL_EAS	20	57	sim_029	NAT	75	61	0.8133333333333334
NATMXB	NAT_PEL_EAS	20	57	sim_029	EUR	2518	2420	0.9610802223987291
NATMXB	NAT_PEL_EAS	20	57	sim_029	AFR	6888	6773	0.9833042973286876
NATMXB	NAT_PEL_EAS	20	58	sim_029	NAT	604	587	0.9718543046357616
NATMXB	NAT_PEL_EAS	20	58	sim_029	EUR	1955	1953	0.9989769820971867
NATMXB	NAT_PEL_EAS	20	58	sim_029	AFR	6922	6849	0.9894539150534527
NATMXB	NAT_PEL_EAS	20	59	sim_030	NAT	1357	1305	0.9616801768607222
NATMXB	NAT_PEL_EAS	20	59	sim_030	EUR	7388	7125	0.9644017325392529
NATMXB	NAT_PEL_EAS	20	59	sim_030	AFR	736	736	1
NATMXB	NAT_PEL_EAS	20	60	sim_030	NAT	1782	1719	0.9646464646464646
NATMXB	NAT_PEL_EAS	20	60	sim_030	EUR	6802	6791	0.9983828285798294
NATMXB	NAT_PEL_EAS	20	60	sim_030	AFR	897	871	0.9710144927536232
NAT	NAT_HGDPMXB	20	1	sim_001	NAT	848	746	0.8797169811320755
NAT	NAT_HGDPMXB	20	1	sim_001	EUR	3758	3213	0.8549760510910058
NAT	NAT_HGDPMXB	20	1	sim_001	AFR	4875	4869	0.9987692307692307
NAT	NAT_HGDPMXB	20	2	sim_001	NAT	296	179	0.6047297297297297
NAT	NAT_HGDPMXB	20	2	sim_001	EUR	6754	6664	0.9866745632217945
NAT	NAT_HGDPMXB	20	2	sim_001	AFR	2431	2344	0.9642122583299054
NAT	NAT_HGDPMXB	20	3	sim_002	NAT	856	856	1
NAT	NAT_HGDPMXB	20	3	sim_002	EUR	5017	4959	0.9884393063583815
NAT	NAT_HGDPMXB	20	3	sim_002	AFR	3608	3551	0.9842017738359202
NAT	NAT_HGDPMXB	20	4	sim_002	NAT	1577	1577	1
NAT	NAT_HGDPMXB	20	4	sim_002	EUR	3685	3563	0.9668928086838534
NAT	NAT_HGDPMXB	20	4	sim_002	AFR	4219	4219	1
NAT	NAT_HGDPMXB	20	5	sim_003	NAT	4041	2734	0.6765652066320218
NAT	NAT_HGDPMXB	20	5	sim_003	EUR	4102	4068	0.9917113603120429
NAT	NAT_HGDPMXB	20	5	sim_003	AFR	1338	1187	0.8871449925261584
NAT	NAT_HGDPMXB	20	6	sim_003	EUR	5416	5095	0.9407311669128509
NAT	NAT_HGDPMXB	20	6	sim_003	AFR	4065	3937	0.9685116851168512
NAT	NAT_HGDPMXB	20	7	sim_004	NAT	1471	1426	0.9694085656016316
NAT	NAT_HGDPMXB	20	7	sim_004	EUR	7529	7383	0.9806083145172002
NAT	NAT_HGDPMXB	20	7	sim_004	AFR	481	481	1
NAT	NAT_HGDPMXB	20	8	sim_004	NAT	2350	1307	0.5561702127659575
NAT	NAT_HGDPMXB	20	8	sim_004	EUR	7131	7007	0.9826111344832422
NAT	NAT_HGDPMXB	20	9	sim_005	NAT	169	74	0.4378698224852071
NAT	NAT_HGDPMXB	20	9	sim_005	EUR	8611	8485	0.9853675531297178
NAT	NAT_HGDPMXB	20	9	sim_005	AFR	701	651	0.9286733238231099
NAT	NAT_HGDPMXB	20	10	sim_005	NAT	1982	1935	0.9762865792129163
NAT	NAT_HGDPMXB	20	10	sim_005	EUR	5651	5326	0.942488055211467
NAT	NAT_HGDPMXB	20	10	sim_005	AFR	1848	1627	0.8804112554112554
NAT	NAT_HGDPMXB	20	11	sim_006	EUR	7075	7000	0.9893992932862191
NAT	NAT_HGDPMXB	20	11	sim_006	AFR	2406	2390	0.9933499584372403
NAT	NAT_HGDPMXB	20	12	sim_006	NAT	2321	2246	0.967686342093925
NAT	NAT_HGDPMXB	20	12	sim_006	EUR	6543	6414	0.9802842732691426
NAT	NAT_HGDPMXB	20	12	sim_006	AFR	617	617	1
NAT	NAT_HGDPMXB	20	13	sim_007	NAT	6990	6895	0.9864091559370529
NAT	NAT_HGDPMXB	20	13	sim_007	EUR	1068	986	0.9232209737827716
NAT	NAT_HGDPMXB	20	13	sim_007	AFR	1423	1423	1
NAT	NAT_HGDPMXB	20	14	sim_007	EUR	9053	8976	0.991494532199271
NAT	NAT_HGDPMXB	20	14	sim_007	AFR	428	428	1
NAT	NAT_HGDPMXB	20	15	sim_008	NAT	738	607	0.8224932249322493
NAT	NAT_HGDPMXB	20	15	sim_008	EUR	7770	7770	1
NAT	NAT_HGDPMXB	20	15	sim_008	AFR	973	943	0.9691675231243576
NAT	NAT_HGDPMXB	20	16	sim_008	EUR	7561	7397	0.9783097473879117
NAT	NAT_HGDPMXB	20	16	sim_008	AFR	1920	1804	0.9395833333333333
NAT	NAT_HGDPMXB	20	17	sim_009	NAT	209	133	0.6363636363636364
NAT	NAT_HGDPMXB	20	17	sim_009	EUR	1534	1472	0.9595827900912647
NAT	NAT_HGDPMXB	20	17	sim_009	AFR	7738	7548	0.975445851641251
NAT	NAT_HGDPMXB	20	18	sim_009	NAT	2921	1758	0.6018486819582335
NAT	NAT_HGDPMXB	20	18	sim_009	EUR	5431	5409	0.9959491806297183
NAT	NAT_HGDPMXB	20	18	sim_009	AFR	1129	1129	1
NAT	NAT_HGDPMXB	20	19	sim_010	NAT	934	894	0.9571734475374732
NAT	NAT_HGDPMXB	20	19	sim_010	EUR	6724	6634	0.9866151100535395
NAT	NAT_HGDPMXB	20	19	sim_010	AFR	1823	1735	0.9517279210093252
NAT	NAT_HGDPMXB	20	20	sim_010	NAT	2357	2314	0.9817564700890963
NAT	NAT_HGDPMXB	20	20	sim_010	EUR	6481	6445	0.9944453016509798
NAT	NAT_HGDPMXB	20	20	sim_010	AFR	643	642	0.9984447900466563
NAT	NAT_HGDPMXB	20	21	sim_011	NAT	3396	3156	0.9293286219081273
NAT	NAT_HGDPMXB	20	21	sim_011	EUR	5520	5472	0.991304347826087
NAT	NAT_HGDPMXB	20	21	sim_011	AFR	565	563	0.9964601769911504
NAT	NAT_HGDPMXB	20	22	sim_011	NAT	1070	1041	0.9728971962616823
NAT	NAT_HGDPMXB	20	22	sim_011	EUR	6029	5758	0.9550505888206999
NAT	NAT_HGDPMXB	20	22	sim_011	AFR	2382	2359	0.9903442485306465
NAT	NAT_HGDPMXB	20	23	sim_012	NAT	1030	999	0.9699029126213592
NAT	NAT_HGDPMXB	20	23	sim_012	EUR	5945	5547	0.9330529857022708
NAT	NAT_HGDPMXB	20	23	sim_012	AFR	2506	2462	0.9824421388667198
NAT	NAT_HGDPMXB	20	24	sim_012	NAT	1579	1450	0.9183027232425586
NAT	NAT_HGDPMXB	20	24	sim_012	EUR	6622	6464	0.9761401389308366
NAT	NAT_HGDPMXB	20	24	sim_012	AFR	1280	1211	0.94609375
NAT	NAT_HGDPMXB	20	25	sim_013	NAT	1895	1832	0.9667546174142481
NAT	NAT_HGDPMXB	20	25	sim_013	EUR	4536	4401	0.9702380952380952
NAT	NAT_HGDPMXB	20	25	sim_013	AFR	3050	3032	0.9940983606557378
NAT	NAT_HGDPMXB	20	26	sim_013	EUR	6834	6757	0.988732806555458
NAT	NAT_HGDPMXB	20	26	sim_013	AFR	2647	2603	0.9833774083868531
NAT	NAT_HGDPMXB	20	27	sim_014	NAT	118	85	0.7203389830508474
NAT	NAT_HGDPMXB	20	27	sim_014	EUR	9363	9363	1
NAT	NAT_HGDPMXB	20	28	sim_014	NAT	342	340	0.9941520467836257
NAT	NAT_HGDPMXB	20	28	sim_014	EUR	7580	7268	0.9588390501319262
NAT	NAT_HGDPMXB	20	28	sim_014	AFR	1559	1487	0.9538165490699166
NAT	NAT_HGDPMXB	20	29	sim_015	EUR	5017	4746	0.9459836555710583
NAT	NAT_HGDPMXB	20	29	sim_015	AFR	4464	4334	0.9708781362007168
NAT	NAT_HGDPMXB	20	30	sim_015	NAT	718	678	0.9442896935933147
NAT	NAT_HGDPMXB	20	30	sim_015	EUR	5652	5601	0.9909766454352441
NAT	NAT_HGDPMXB	20	30	sim_015	AFR	3111	3033	0.9749276759884281
NAT	NAT_HGDPMXB	20	31	sim_016	NAT	165	0	0
NAT	NAT_HGDPMXB	20	31	sim_016	EUR	5481	5312	0.9691662105455209
NAT	NAT_HGDPMXB	20	31	sim_016	AFR	3835	3744	0.976271186440678
NAT	NAT_HGDPMXB	20	32	sim_016	NAT	111	0	0
NAT	NAT_HGDPMXB	20	32	sim_016	EUR	8136	7887	0.9693952802359882
NAT	NAT_HGDPMXB	20	32	sim_016	AFR	1234	1168	0.946515397082658
NAT	NAT_HGDPMXB	20	33	sim_017	NAT	419	347	0.8281622911694511
NAT	NAT_HGDPMXB	20	33	sim_017	EUR	4708	4642	0.985981308411215
NAT	NAT_HGDPMXB	20	33	sim_017	AFR	4354	4315	0.9910427193385393
NAT	NAT_HGDPMXB	20	34	sim_017	NAT	1617	1610	0.9956709956709957
NAT	NAT_HGDPMXB	20	34	sim_017	EUR	7225	7067	0.9781314878892734
NAT	NAT_HGDPMXB	20	34	sim_017	AFR	639	639	1
NAT	NAT_HGDPMXB	20	35	sim_018	NAT	239	225	0.9414225941422594
NAT	NAT_HGDPMXB	20	35	sim_018	EUR	6909	6792	0.9830655666521928
NAT	NAT_HGDPMXB	20	35	sim_018	AFR	2333	2325	0.9965709387055294
NAT	NAT_HGDPMXB	20	36	sim_018	NAT	260	160	0.6153846153846154
NAT	NAT_HGDPMXB	20	36	sim_018	EUR	3751	3712	0.9896027725939749
NAT	NAT_HGDPMXB	20	36	sim_018	AFR	5470	5463	0.9987202925045704
NAT	NAT_HGDPMXB	20	37	sim_019	NAT	751	653	0.8695073235685752
NAT	NAT_HGDPMXB	20	37	sim_019	EUR	5603	5551	0.9907192575406032
NAT	NAT_HGDPMXB	20	37	sim_019	AFR	3127	3095	0.9897665494083786
NAT	NAT_HGDPMXB	20	38	sim_019	NAT	1697	1014	0.5975250441956393
NAT	NAT_HGDPMXB	20	38	sim_019	EUR	2571	2571	1
NAT	NAT_HGDPMXB	20	38	sim_019	AFR	5213	5208	0.9990408593899865
NAT	NAT_HGDPMXB	20	39	sim_020	NAT	3298	3298	1
NAT	NAT_HGDPMXB	20	39	sim_020	EUR	4194	4189	0.9988078206962328
NAT	NAT_HGDPMXB	20	39	sim_020	AFR	1989	1912	0.9612870789341378
NAT	NAT_HGDPMXB	20	40	sim_020	NAT	2617	2174	0.830722200993504
NAT	NAT_HGDPMXB	20	40	sim_020	EUR	4685	4628	0.9878335112059765
NAT	NAT_HGDPMXB	20	40	sim_020	AFR	2179	2179	1
NAT	NAT_HGDPMXB	20	41	sim_021	NAT	3031	2983	0.9841636423622567
NAT	NAT_HGDPMXB	20	41	sim_021	EUR	5284	5170	0.9784254352763059
NAT	NAT_HGDPMXB	20	41	sim_021	AFR	1166	1166	1
NAT	NAT_HGDPMXB	20	42	sim_021	NAT	1550	1519	0.98
NAT	NAT_HGDPMXB	20	42	sim_021	EUR	7510	7367	0.9809587217043941
NAT	NAT_HGDPMXB	20	42	sim_021	AFR	421	416	0.9881235154394299
NAT	NAT_HGDPMXB	20	43	sim_022	NAT	1622	1615	0.9956843403205918
NAT	NAT_HGDPMXB	20	43	sim_022	EUR	6676	6676	1
NAT	NAT_HGDPMXB	20	43	sim_022	AFR	1183	1040	0.8791208791208791
NAT	NAT_HGDPMXB	20	44	sim_022	EUR	7994	7941	0.9933700275206405
NAT	NAT_HGDPMXB	20	44	sim_022	AFR	1487	1477	0.9932750504371217
NAT	NAT_HGDPMXB	20	45	sim_023	NAT	550	0	0
NAT	NAT_HGDPMXB	20	45	sim_023	EUR	5996	5989	0.9988325550366911
NAT	NAT_HGDPMXB	20	45	sim_023	AFR	2935	2838	0.9669505962521294
NAT	NAT_HGDPMXB	20	46	sim_023	NAT	111	67	0.6036036036036037
NAT	NAT_HGDPMXB	20	46	sim_023	EUR	776	776	1
NAT	NAT_HGDPMXB	20	46	sim_023	AFR	8594	8492	0.9881312543635095
NAT	NAT_HGDPMXB	20	47	sim_024	NAT	293	292	0.9965870307167235
NAT	NAT_HGDPMXB	20	47	sim_024	EUR	7673	7594	0.9897041574351623
NAT	NAT_HGDPMXB	20	47	sim_024	AFR	1515	1515	1
NAT	NAT_HGDPMXB	20	48	sim_024	NAT	1195	1190	0.99581589958159
NAT	NAT_HGDPMXB	20	48	sim_024	EUR	7421	7401	0.9973049454251448
NAT	NAT_HGDPMXB	20	48	sim_024	AFR	865	811	0.9375722543352601
NAT	NAT_HGDPMXB	20	49	sim_025	NAT	225	0	0
NAT	NAT_HGDPMXB	20	49	sim_025	EUR	6285	6254	0.9950676213206047
NAT	NAT_HGDPMXB	20	49	sim_025	AFR	2971	2825	0.9508582968697409
NAT	NAT_HGDPMXB	20	50	sim_025	NAT	2938	2628	0.8944860449285228
NAT	NAT_HGDPMXB	20	50	sim_025	EUR	6157	5905	0.959070976124736
NAT	NAT_HGDPMXB	20	50	sim_025	AFR	386	220	0.5699481865284974
NAT	NAT_HGDPMXB	20	51	sim_026	NAT	202	0	0
NAT	NAT_HGDPMXB	20	51	sim_026	EUR	5652	5624	0.9950460014154282
NAT	NAT_HGDPMXB	20	51	sim_026	AFR	3627	3380	0.931899641577061
NAT	NAT_HGDPMXB	20	52	sim_026	NAT	1927	1119	0.5806953814218994
NAT	NAT_HGDPMXB	20	52	sim_026	EUR	7446	7108	0.9546065001343003
NAT	NAT_HGDPMXB	20	52	sim_026	AFR	108	0	0
NAT	NAT_HGDPMXB	20	53	sim_027	NAT	403	296	0.7344913151364765
NAT	NAT_HGDPMXB	20	53	sim_027	EUR	5585	5585	1
NAT	NAT_HGDPMXB	20	53	sim_027	AFR	3493	3316	0.9493272258803321
NAT	NAT_HGDPMXB	20	54	sim_027	NAT	876	876	1
NAT	NAT_HGDPMXB	20	54	sim_027	EUR	6612	6524	0.9866908650937689
NAT	NAT_HGDPMXB	20	54	sim_027	AFR	1993	1965	0.9859508278976418
NAT	NAT_HGDPMXB	20	55	sim_028	NAT	9	0	0
NAT	NAT_HGDPMXB	20	55	sim_028	EUR	7652	7652	1
NAT	NAT_HGDPMXB	20	55	sim_028	AFR	1820	1471	0.8082417582417583
NAT	NAT_HGDPMXB	20	56	sim_028	EUR	9067	9057	0.9988970993713466
NAT	NAT_HGDPMXB	20	56	sim_028	AFR	414	407	0.9830917874396136
NAT	NAT_HGDPMXB	20	57	sim_029	NAT	2315	2192	0.9468682505399568
NAT	NAT_HGDPMXB	20	57	sim_029	EUR	4919	4909	0.9979670664769262
NAT	NAT_HGDPMXB	20	57	sim_029	AFR	2247	2134	0.94971072541166
NAT	NAT_HGDPMXB	20	58	sim_029	NAT	4	0	0
NAT	NAT_HGDPMXB	20	58	sim_029	EUR	2953	2903	0.9830680663731798
NAT	NAT_HGDPMXB	20	58	sim_029	AFR	6524	6489	0.9946351931330472
NAT	NAT_HGDPMXB	20	59	sim_030	NAT	4546	4443	0.9773427188737351
NAT	NAT_HGDPMXB	20	59	sim_030	EUR	1362	1277	0.9375917767988252
NAT	NAT_HGDPMXB	20	59	sim_030	AFR	3573	3555	0.9949622166246851
NAT	NAT_HGDPMXB	20	60	sim_030	NAT	1307	1297	0.9923488905891354
NAT	NAT_HGDPMXB	20	60	sim_030	EUR	5713	5575	0.9758445650271311
NAT	NAT_HGDPMXB	20	60	sim_030	AFR	2461	2375	0.9650548557496953
NATMXB	NAT_HGDPMXB	20	1	sim_001	NAT	957	957	1
NATMXB	NAT_HGDPMXB	20	1	sim_001	EUR	2139	1965	0.9186535764375876
NATMXB	NAT_HGDPMXB	20	1	sim_001	AFR	6385	6239	0.977133907595928
NATMXB	NAT_HGDPMXB	20	2	sim_001	NAT	3219	2756	0.8561665113389252
NATMXB	NAT_HGDPMXB	20	2	sim_001	EUR	2515	2497	0.9928429423459244
NATMXB	NAT_HGDPMXB	20	2	sim_001	AFR	3747	3622	0.9666399786495863
NATMXB	NAT_HGDPMXB	20	3	sim_002	NAT	345	169	0.48985507246376814
NATMXB	NAT_HGDPMXB	20	3	sim_002	EUR	7242	7041	0.972245236122618
NATMXB	NAT_HGDPMXB	20	3	sim_002	AFR	1894	1849	0.9762407602956705
NATMXB	NAT_HGDPMXB	20	4	sim_002	NAT	2534	1921	0.7580899763220206
NATMXB	NAT_HGDPMXB	20	4	sim_002	EUR	5670	5630	0.9929453262786596
NATMXB	NAT_HGDPMXB	20	4	sim_002	AFR	1277	1095	0.8574784651527017
NATMXB	NAT_HGDPMXB	20	5	sim_003	NAT	184	180	0.9782608695652174
NATMXB	NAT_HGDPMXB	20	5	sim_003	EUR	8752	8577	0.9800045703839122
NATMXB	NAT_HGDPMXB	20	5	sim_003	AFR	545	545	1
NATMXB	NAT_HGDPMXB	20	6	sim_003	NAT	3906	3865	0.9895033282130057
NATMXB	NAT_HGDPMXB	20	6	sim_003	EUR	2998	2996	0.9993328885923949
NATMXB	NAT_HGDPMXB	20	6	sim_003	AFR	2577	2577	1
NATMXB	NAT_HGDPMXB	20	7	sim_004	EUR	6299	6299	1
NATMXB	NAT_HGDPMXB	20	7	sim_004	AFR	3182	2995	0.9412319296040226
NATMXB	NAT_HGDPMXB	20	8	sim_004	NAT	467	467	1
NATMXB	NAT_HGDPMXB	20	8	sim_004	EUR	9014	8797	0.9759263368094075
NATMXB	NAT_HGDPMXB	20	9	sim_005	NAT	551	439	0.7967332123411979
NATMXB	NAT_HGDPMXB	20	9	sim_005	EUR	7941	7941	1
NATMXB	NAT_HGDPMXB	20	9	sim_005	AFR	989	984	0.9949443882709808
NATMXB	NAT_HGDPMXB	20	10	sim_005	NAT	2100	2088	0.9942857142857143
NATMXB	NAT_HGDPMXB	20	10	sim_005	EUR	2688	2688	1
NATMXB	NAT_HGDPMXB	20	10	sim_005	AFR	4693	4635	0.9876411676965694
NATMXB	NAT_HGDPMXB	20	11	sim_006	EUR	7224	7170	0.9925249169435216
NATMXB	NAT_HGDPMXB	20	11	sim_006	AFR	2257	2257	1
NATMXB	NAT_HGDPMXB	20	12	sim_006	NAT	725	659	0.9089655172413793
NATMXB	NAT_HGDPMXB	20	12	sim_006	EUR	2227	1881	0.8446340368208352
NATMXB	NAT_HGDPMXB	20	12	sim_006	AFR	6529	6519	0.9984683718793077
NATMXB	NAT_HGDPMXB	20	13	sim_007	EUR	5749	5660	0.9845190467907462
NATMXB	NAT_HGDPMXB	20	13	sim_007	AFR	3732	3693	0.9895498392282959
NATMXB	NAT_HGDPMXB	20	14	sim_007	NAT	2081	2063	0.9913503123498318
NATMXB	NAT_HGDPMXB	20	14	sim_007	EUR	5353	5339	0.9973846441247899
NATMXB	NAT_HGDPMXB	20	14	sim_007	AFR	2047	2047	1
NATMXB	NAT_HGDPMXB	20	15	sim_008	NAT	479	453	0.9457202505219207
NATMXB	NAT_HGDPMXB	20	15	sim_008	EUR	3817	3663	0.9596541786743515
NATMXB	NAT_HGDPMXB	20	15	sim_008	AFR	5185	4947	0.9540983606557377
NATMXB	NAT_HGDPMXB	20	16	sim_008	EUR	3832	3489	0.910490605427975
NATMXB	NAT_HGDPMXB	20	16	sim_008	AFR	5649	5532	0.9792883696229421
NATMXB	NAT_HGDPMXB	20	17	sim_009	NAT	1551	1532	0.9877498388136686
NATMXB	NAT_HGDPMXB	20	17	sim_009	EUR	7000	6767	0.9667142857142857
NATMXB	NAT_HGDPMXB	20	17	sim_009	AFR	930	926	0.9956989247311828
NATMXB	NAT_HGDPMXB	20	18	sim_009	NAT	1638	1137	0.6941391941391941
NATMXB	NAT_HGDPMXB	20	18	sim_009	EUR	2670	2516	0.9423220973782771
NATMXB	NAT_HGDPMXB	20	18	sim_009	AFR	5173	5166	0.9986468200270636
NATMXB	NAT_HGDPMXB	20	19	sim_010	EUR	6578	6470	0.9835816357555488
NATMXB	NAT_HGDPMXB	20	19	sim_010	AFR	2903	2877	0.9910437478470547
NATMXB	NAT_HGDPMXB	20	20	sim_010	EUR	3265	3204	0.9813169984686064
NATMXB	NAT_HGDPMXB	20	20	sim_010	AFR	6216	5768	0.9279279279279279
NATMXB	NAT_HGDPMXB	20	21	sim_011	NAT	1368	1336	0.9766081871345029
NATMXB	NAT_HGDPMXB	20	21	sim_011	EUR	1312	1254	0.9557926829268293
NATMXB	NAT_HGDPMXB	20	21	sim_011	AFR	6801	6742	0.9913248051757094
NATMXB	NAT_HGDPMXB	20	22	sim_011	NAT	249	89	0.357429718875502
NATMXB	NAT_HGDPMXB	20	22	sim_011	EUR	5996	5920	0.9873248832555037
NATMXB	NAT_HGDPMXB	20	22	sim_011	AFR	3236	3124	0.965389369592089
NATMXB	NAT_HGDPMXB	20	23	sim_012	NAT	492	368	0.7479674796747967
NATMXB	NAT_HGDPMXB	20	23	sim_012	EUR	6052	6020	0.9947124917382684
NATMXB	NAT_HGDPMXB	20	23	sim_012	AFR	2937	2922	0.9948927477017364
NATMXB	NAT_HGDPMXB	20	24	sim_012	NAT	1333	1333	1
NATMXB	NAT_HGDPMXB	20	24	sim_012	EUR	6770	6440	0.9512555391432792
NATMXB	NAT_HGDPMXB	20	24	sim_012	AFR	1378	1378	1
NATMXB	NAT_HGDPMXB	20	25	sim_013	NAT	1872	1829	0.9770299145299145
NATMXB	NAT_HGDPMXB	20	25	sim_013	EUR	2404	2279	0.9480033277870217
NATMXB	NAT_HGDPMXB	20	25	sim_013	AFR	5205	4920	0.9452449567723343
NATMXB	NAT_HGDPMXB	20	26	sim_013	NAT	355	321	0.9042253521126761
NATMXB	NAT_HGDPMXB	20	26	sim_013	EUR	7052	6953	0.9859614293817357
NATMXB	NAT_HGDPMXB	20	26	sim_013	AFR	2074	1936	0.9334619093539055
NATMXB	NAT_HGDPMXB	20	27	sim_014	EUR	8876	8876	1
NATMXB	NAT_HGDPMXB	20	27	sim_014	AFR	605	605	1
NATMXB	NAT_HGDPMXB	20	28	sim_014	NAT	3440	3227	0.9380813953488372
NATMXB	NAT_HGDPMXB	20	28	sim_014	EUR	4748	4430	0.9330244313395114
NATMXB	NAT_HGDPMXB	20	28	sim_014	AFR	1293	1255	0.9706109822119103
NATMXB	NAT_HGDPMXB	20	29	sim_015	NAT	3618	3609	0.9975124378109452
NATMXB	NAT_HGDPMXB	20	29	sim_015	EUR	3518	3369	0.957646389994315
NATMXB	NAT_HGDPMXB	20	29	sim_015	AFR	2345	2345	1
NATMXB	NAT_HGDPMXB	20	30	sim_015	NAT	2118	2077	0.9806421152030217
NATMXB	NAT_HGDPMXB	20	30	sim_015	EUR	2831	2448	0.8647121158601201
NATMXB	NAT_HGDPMXB	20	30	sim_015	AFR	4532	4416	0.9744042365401588
NATMXB	NAT_HGDPMXB	20	31	sim_016	NAT	116	0	0
NATMXB	NAT_HGDPMXB	20	31	sim_016	EUR	5889	5880	0.9984717269485481
NATMXB	NAT_HGDPMXB	20	31	sim_016	AFR	3476	3436	0.9884925201380897
NATMXB	NAT_HGDPMXB	20	32	sim_016	EUR	6104	6036	0.9888597640891219
NATMXB	NAT_HGDPMXB	20	32	sim_016	AFR	3377	3272	0.9689073141841872
NATMXB	NAT_HGDPMXB	20	33	sim_017	NAT	2337	1435	0.6140350877192983
NATMXB	NAT_HGDPMXB	20	33	sim_017	EUR	5557	5387	0.9694079539319777
NATMXB	NAT_HGDPMXB	20	33	sim_017	AFR	1587	1550	0.9766855702583491
NATMXB	NAT_HGDPMXB	20	34	sim_017	NAT	1745	1744	0.9994269340974212
NATMXB	NAT_HGDPMXB	20	34	sim_017	EUR	6540	6530	0.9984709480122325
NATMXB	NAT_HGDPMXB	20	34	sim_017	AFR	1196	1133	0.947324414715719
NATMXB	NAT_HGDPMXB	20	35	sim_018	NAT	3193	3191	0.9993736298152208
NATMXB	NAT_HGDPMXB	20	35	sim_018	EUR	3168	2959	0.9340277777777778
NATMXB	NAT_HGDPMXB	20	35	sim_018	AFR	3120	2913	0.9336538461538462
NATMXB	NAT_HGDPMXB	20	36	sim_018	NAT	4969	4929	0.9919500905614812
NATMXB	NAT_HGDPMXB	20	36	sim_018	EUR	2953	2933	0.993227226549272
NATMXB	NAT_HGDPMXB	20	36	sim_018	AFR	1559	1549	0.9935856318152662
NATMXB	NAT_HGDPMXB	20	37	sim_019	NAT	489	389	0.7955010224948875
NATMXB	NAT_HGDPMXB	20	37	sim_019	EUR	7366	7353	0.9982351344013033
NATMXB	NAT_HGDPMXB	20	37	sim_019	AFR	1626	1340	0.8241082410824109
NATMXB	NAT_HGDPMXB	20	38	sim_019	EUR	4147	4120	0.9934892693513383
NATMXB	NAT_HGDPMXB	20	38	sim_019	AFR	5334	5209	0.9765654293213348
NATMXB	NAT_HGDPMXB	20	39	sim_020	NAT	676	575	0.8505917159763313
NATMXB	NAT_HGDPMXB	20	39	sim_020	EUR	6261	6110	0.9758824468934675
NATMXB	NAT_HGDPMXB	20	39	sim_020	AFR	2544	2544	1
NATMXB	NAT_HGDPMXB	20	40	sim_020	EUR	7884	7871	0.9983510908168443
NATMXB	NAT_HGDPMXB	20	40	sim_020	AFR	1597	1448	0.9067000626174077
NATMXB	NAT_HGDPMXB	20	41	sim_021	EUR	6696	6577	0.9822281959378734
NATMXB	NAT_HGDPMXB	20	41	sim_021	AFR	2785	2733	0.9813285457809695
NATMXB	NAT_HGDPMXB	20	42	sim_021	NAT	1571	1563	0.9949077021005729
NATMXB	NAT_HGDPMXB	20	42	sim_021	EUR	5718	5715	0.9994753410283316
